molecule_name,atom_index,atom,x,y,z
dsgdb9nsd_000044,4,H,0.9186598033,1.929142173,-0.3828587993
dsgdb9nsd_000044,5,H,-0.8515801425,1.954565063,-0.5510945965
dsgdb9nsd_000044,6,H,-0.1148770196,1.825964702,1.053977765
dsgdb9nsd_000044,7,H,-0.9358259801,-0.4735060008,0.2468279306
dsgdb9nsd_000044,8,H,0.4444392202,-1.672014948,-1.47810622
dsgdb9nsd_000044,9,H,1.405382836,-0.1360033938,-1.79271491
dsgdb9nsd_000045,0,C,-0.0527554057,1.47419574,0.0099910766
dsgdb9nsd_000045,1,N,0.0194051596,0.0218994726,0.0633486576
dsgdb9nsd_000045,2,C,1.325110481,-0.5644684959,-0.2142072495
dsgdb9nsd_000045,3,C,0.7805175872,-0.5405799284,1.172427598
dsgdb9nsd_000045,4,H,0.8678420184,1.971760759,0.3629728511
dsgdb9nsd_000045,5,H,-0.2384515466,1.790950053,-1.021428662
dsgdb9nsd_000045,6,H,-0.8868344802,1.819389592,0.6295039812
dsgdb9nsd_000045,7,H,1.319929094,-1.481867821,-0.7960203785
dsgdb9nsd_000045,8,H,2.152028196,0.1102020383,-0.4328524846
dsgdb9nsd_000045,9,H,1.245635697,0.1499609842,1.87499245
dsgdb9nsd_000045,10,H,0.3701335798,-1.440204474,1.622333651
dsgdb9nsd_000046,0,O,0.2157758326,1.353868589,-0.1069510704
dsgdb9nsd_000046,1,C,0.0162809875,-0.028327177,-0.029156937
dsgdb9nsd_000046,2,C,-0.3908146491,-0.7149700947,1.243156694
dsgdb9nsd_000046,3,C,-1.351181379,-0.6428038011,0.0627358869
dsgdb9nsd_000046,4,H,-0.4364233821,1.790628493,0.4500676136
dsgdb9nsd_000046,5,H,0.7498116692,-0.5240404965,-0.6562476705
dsgdb9nsd_000046,6,H,0.0595937537,-1.668404826,1.497292369
dsgdb9nsd_000046,7,H,-0.6136935343,-0.0884800645,2.101706405
dsgdb9nsd_000046,8,H,-2.198219323,0.0305843011,0.1541145076
dsgdb9nsd_000046,9,H,-1.563959116,-1.546404263,-0.4982651479
dsgdb9nsd_000047,0,C,-0.0254295715,1.540325777,-0.0421594388
dsgdb9nsd_000047,1,C,1.525643995,1.504199888,0.0412127589
dsgdb9nsd_000047,2,C,1.421467274,0.0614679043,0.6084488507
dsgdb9nsd_000047,3,C,-0.026388329,-0.0107095612,0.0493508773
dsgdb9nsd_000047,4,H,-0.4659137201,1.996398937,0.8496289378
dsgdb9nsd_000047,5,H,-0.4790023915,2.00028207,-0.923653892
dsgdb9nsd_000047,6,H,1.982482781,1.513753338,-0.953031827
dsgdb9nsd_000047,7,H,2.021913653,2.25986579,0.6552212858
dsgdb9nsd_000047,8,H,2.142916786,-0.6795635768,0.2553147962
dsgdb9nsd_000047,9,H,1.43105853,0.0575147869,1.702618791
dsgdb9nsd_000047,10,H,-0.7905344019,-0.4853029618,0.6699657311
dsgdb9nsd_000047,11,H,-0.0523324543,-0.472384461,-0.9423639408
dsgdb9nsd_000048,0,C,-0.0348978893,1.552594545,-0.085076909
dsgdb9nsd_000048,1,C,1.493491831,1.454597003,0.1011467722
dsgdb9nsd_000048,2,O,1.427258843,0.0234899002,0.2725488563
dsgdb9nsd_000048,3,C,-0.0063475762,0.0223649401,0.1094463006
dsgdb9nsd_000048,4,H,-0.5657920959,2.113017206,0.6859152725
dsgdb9nsd_000048,5,H,-0.3662835212,1.893933797,-1.066923274
dsgdb9nsd_000048,6,H,2.100317237,1.735257199,-0.768983487
dsgdb9nsd_000048,7,H,1.900230902,1.955066114,0.9889674805
dsgdb9nsd_000048,8,H,-0.5198784877,-0.3559517926,1.002359485
dsgdb9nsd_000048,9,H,-0.3197006222,-0.5756742104,-0.7555927472
dsgdb9nsd_000049,0,C,-0.1025537032,1.499071274,-0.0013364225
dsgdb9nsd_000049,1,C,-0.0051977391,-0.0034311418,-0.0272346955
dsgdb9nsd_000049,2,C,-0.0068853597,-0.7689073987,1.264347443
dsgdb9nsd_000049,3,N,0.0818679901,-0.6920279094,-1.10087306
dsgdb9nsd_000049,4,O,0.0743906678,0.132153945,-2.241952578
dsgdb9nsd_000049,5,H,0.7834209303,1.946908615,-0.4635404957
dsgdb9nsd_000049,6,H,-0.9615043039,1.83614082,-0.5902196486
dsgdb9nsd_000049,7,H,-0.1985417291,1.874629894,1.019316068
dsgdb9nsd_000049,8,H,-0.9262001248,-0.5729794561,1.829824795
dsgdb9nsd_000049,9,H,0.0725615375,-1.840647823,1.075168628
dsgdb9nsd_000049,10,H,0.8293717753,-0.4555334013,1.90133089
dsgdb9nsd_000049,11,H,0.1397592387,-0.5125429873,-2.953892604
dsgdb9nsd_000050,0,N,-0.0082969396,1.353628376,0.0099597114
dsgdb9nsd_000050,1,C,1.280332541,1.824574214,-0.0002245919
dsgdb9nsd_000050,2,C,2.122166391,0.7369889796,-0.0144560017
dsgdb9nsd_000050,3,C,1.308499041,-0.4310958031,-0.0128415387
dsgdb9nsd_000050,4,C,-0.0034278156,-0.0183688392,0.0023573641
dsgdb9nsd_000050,5,H,-0.8324323359,1.927726682,0.0212299459
dsgdb9nsd_000050,6,H,1.484718203,2.883126301,0.0035431347
dsgdb9nsd_000050,7,H,3.200669182,0.7734307713,-0.0248841554
dsgdb9nsd_000050,8,H,1.648105995,-1.455396826,-0.0218039432
dsgdb9nsd_000050,9,H,-0.925516472,-0.5769705361,0.0083940248
dsgdb9nsd_000051,0,N,-0.0099608956,1.356361722,0.0100085491
dsgdb9nsd_000051,1,C,1.295354217,1.795755777,-0.0004701666
dsgdb9nsd_000051,2,C,2.055505193,0.6563743767,-0.0142292703
dsgdb9nsd_000051,3,N,1.25385745,-0.4627513199,-0.0126089443
dsgdb9nsd_000051,4,C,0.0230117025,-0.0070638215,0.0020014625
dsgdb9nsd_000051,5,H,-0.8319571811,1.936184357,0.021325745
dsgdb9nsd_000051,6,H,1.545539609,2.843449979,0.0028905368
dsgdb9nsd_000051,7,H,3.131774336,0.5756976557,-0.0252415521
dsgdb9nsd_000051,8,H,-0.8766786409,-0.6041453057,0.0075079399
dsgdb9nsd_000052,0,O,-0.0325581853,1.350651297,0.009673761
dsgdb9nsd_000052,1,C,1.253192368,1.791677099,-0.0003035114
dsgdb9nsd_000052,2,C,2.116646812,0.7437562321,-0.0144149409
dsgdb9nsd_000052,3,C,1.303977958,-0.4385238686,-0.0128331612
dsgdb9nsd_000052,4,C,0.0162956801,-0.0077718531,0.001912939
dsgdb9nsd_000052,5,H,1.379510894,2.86161135,0.0042743276
dsgdb9nsd_000052,6,H,3.193764056,0.7986550126,-0.024586037
dsgdb9nsd_000052,7,H,1.638588929,-1.463832715,-0.0215694921
dsgdb9nsd_000052,8,H,-0.937362951,-0.5089992534,0.0084389051
dsgdb9nsd_000053,0,O,-0.0380829769,1.356439649,0.0097519256
dsgdb9nsd_000053,1,C,1.264969823,1.768553186,-0.000617439
dsgdb9nsd_000053,2,C,2.049557503,0.6663003289,-0.0140604728
dsgdb9nsd_000053,3,N,1.242270751,-0.4673206635,-0.0123754129
dsgdb9nsd_000053,4,C,0.040198201,0.0056157687,0.0018356903
dsgdb9nsd_000053,5,H,1.435139072,2.830952649,0.0034082325
dsgdb9nsd_000053,6,H,3.125328984,0.5978301503,-0.0248075717
dsgdb9nsd_000053,7,H,-0.8938770656,-0.5334215378,0.0079693479
dsgdb9nsd_000054,0,C,-0.0185902927,1.534862656,0.0103990436
dsgdb9nsd_000054,1,C,0.0021031962,-0.0041367248,0.0019697952
dsgdb9nsd_000054,2,C,0.7464395386,-0.5139075983,1.248876377
dsgdb9nsd_000054,3,C,-1.441901659,-0.5367361547,0.0131145689
dsgdb9nsd_000054,4,C,0.7223497068,-0.5004960583,-1.264456318
dsgdb9nsd_000054,5,H,0.9977692777,1.944205294,0.0043547439
dsgdb9nsd_000054,6,H,-0.5418188317,1.928414145,-0.8681991137
dsgdb9nsd_000054,7,H,-0.5275840238,1.918883759,0.9014852983
dsgdb9nsd_000054,8,H,0.2554957551,-0.176027279,2.168330666
dsgdb9nsd_000054,9,H,0.7781538944,-1.608923724,1.270889038
dsgdb9nsd_000054,10,H,1.779647859,-0.1497583374,1.269440352
dsgdb9nsd_000054,11,H,-1.998718946,-0.1888879379,-0.8640806634
dsgdb9nsd_000054,12,H,-1.459569092,-1.63227235,0.0064991561
dsgdb9nsd_000054,13,H,-1.980888266,-0.1997963912,0.9056158002
dsgdb9nsd_000054,14,H,1.754824733,-0.1355401842,-1.301180827
dsgdb9nsd_000054,15,H,0.7539698884,-1.595240359,-1.298222803
dsgdb9nsd_000054,16,H,0.213582211,-0.153438996,-2.170671813
dsgdb9nsd_000055,0,C,-0.0085599915,1.542701469,0.0015271699
dsgdb9nsd_000055,1,C,0.0050677976,0.0070263488,0.0185616025
dsgdb9nsd_000055,2,C,0.7613773109,-0.5183919609,1.247664435
dsgdb9nsd_000055,3,C,-1.420127743,-0.5493318327,-0.0211600848
dsgdb9nsd_000055,4,O,0.6259047686,-0.483637453,-1.176570566
dsgdb9nsd_000055,5,H,1.01361406,1.940207764,0.0028112842
dsgdb9nsd_000055,6,H,-0.5145966922,1.907024658,-0.8970578062
dsgdb9nsd_000055,7,H,-0.522148149,1.948825139,0.8791834391
dsgdb9nsd_000055,8,H,0.2813061273,-0.2016554804,2.179435981
dsgdb9nsd_000055,9,H,0.7996550594,-1.611317459,1.230225486
dsgdb9nsd_000055,10,H,1.790969163,-0.1407293531,1.260830026
dsgdb9nsd_000055,11,H,-1.938548293,-0.1991072369,-0.9182828117
dsgdb9nsd_000055,12,H,-1.399376324,-1.642590623,-0.0456383289
dsgdb9nsd_000055,13,H,-1.988507254,-0.2305965608,0.8572652044
dsgdb9nsd_000055,14,H,1.531111879,-0.1548804601,-1.192102219
dsgdb9nsd_000056,0,C,-0.00693851,1.495595673,-0.0106335836
dsgdb9nsd_000056,1,C,-0.0298617033,-0.0159462304,0.0624867323
dsgdb9nsd_000056,2,O,-0.0881523942,-0.6321506165,1.103348121
dsgdb9nsd_000056,3,C,0.0233698099,-0.7025674681,-1.22062379
dsgdb9nsd_000056,4,C,0.0673813248,-1.260583412,-2.286231294
dsgdb9nsd_000056,5,H,0.9042980588,1.832818868,-0.5165538368
dsgdb9nsd_000056,6,H,-0.8533852403,1.855569256,-0.6055281932
dsgdb9nsd_000056,7,H,-0.05237764,1.910998072,0.9969594888
dsgdb9nsd_000056,8,H,0.1046686843,-1.770360471,-3.218326174
dsgdb9nsd_000057,0,C,-0.0117109712,1.499737759,-0.0121326782
dsgdb9nsd_000057,1,C,-0.0291973962,-0.0033874528,0.0715121771
dsgdb9nsd_000057,2,O,-0.0916402827,-0.6459292706,1.087322408
dsgdb9nsd_000057,3,C,0.0383110395,-0.6969025834,-1.23748557
dsgdb9nsd_000057,4,N,0.0913628619,-1.229826504,-2.262280679
dsgdb9nsd_000057,5,H,0.9009313161,1.833706704,-0.5181492776
dsgdb9nsd_000057,6,H,-0.8566393307,1.848643996,-0.6161813481
dsgdb9nsd_000057,7,H,-0.0641653967,1.921315422,0.9920381774
dsgdb9nsd_000059,0,N,-0.0413393221,1.336477895,0.0087787157
dsgdb9nsd_000059,1,C,0.0656844318,-0.0224966436,0.0011423448
dsgdb9nsd_000059,2,O,1.124202691,-0.6177774489,-0.0116131245
dsgdb9nsd_000059,3,C,-1.222827561,-0.7087485678,0.0097190711
dsgdb9nsd_000059,4,C,-2.263186269,-1.310956294,0.016438136
dsgdb9nsd_000059,5,H,0.8041486822,1.883101044,0.003741628
dsgdb9nsd_000059,6,H,-0.9341721071,1.79718316,0.0194988467
dsgdb9nsd_000059,7,H,-3.175032256,-1.856969323,0.0223261921
dsgdb9nsd_000060,0,C,-0.4312606647,1.305866642,-0.127585854
dsgdb9nsd_000060,1,C,0.2528571518,-0.0102698834,0.1313886667
dsgdb9nsd_000060,2,O,0.6987209906,-0.3689033322,1.196046902
dsgdb9nsd_000060,3,C,0.3897894266,-0.9677368037,-1.062262081
dsgdb9nsd_000060,4,O,-0.0161126781,-0.7156429312,-2.165837181
dsgdb9nsd_000060,5,H,0.1000656459,1.853244901,-0.9133259691
dsgdb9nsd_000060,6,H,-1.442704332,1.130693612,-0.5092337059
dsgdb9nsd_000060,7,H,-0.4675755362,1.895481578,0.7883647941
dsgdb9nsd_000060,8,H,0.9032988555,-1.915588453,-0.7953197215
dsgdb9nsd_000062,0,N,-0.0552547069,1.325485267,0.0089721093
dsgdb9nsd_000062,1,C,0.0891446291,-0.0292648192,0.0006744177
dsgdb9nsd_000062,2,O,1.146254319,-0.6155710582,-0.0118476614
dsgdb9nsd_000062,3,C,-1.265720304,-0.7662357949,0.009700817
dsgdb9nsd_000062,4,O,-1.34633733,-1.959937125,0.004631623
dsgdb9nsd_000062,5,H,0.7691565827,1.903871009,0.0044806226
dsgdb9nsd_000062,6,H,-0.9554229432,1.772386462,0.0197939724
dsgdb9nsd_000062,7,H,-2.171759436,-0.1139728518,0.0213774594
dsgdb9nsd_000063,0,C,-0.0176343381,1.548594677,-0.0025358376
dsgdb9nsd_000063,1,C,-0.0171917953,0.0073578922,0.0326960373
dsgdb9nsd_000063,2,C,0.7581846326,-0.5282015479,1.252788616
dsgdb9nsd_000063,3,C,-1.382133033,-0.5176843814,0.0077551557
dsgdb9nsd_000063,4,C,-2.507963924,-0.9400562892,0.0047855212
dsgdb9nsd_000063,5,H,1.009443961,1.926396126,-0.0263283039
dsgdb9nsd_000063,6,H,-0.5451461405,1.922170517,-0.8839345934
dsgdb9nsd_000063,7,H,-0.5124299994,1.95339892,0.8856064238
dsgdb9nsd_000063,8,H,0.4936617877,-0.3490415526,-0.8726589027
dsgdb9nsd_000063,9,H,0.2896845785,-0.1934537198,2.183346787
dsgdb9nsd_000063,10,H,0.7783339211,-1.621025058,1.257837267
dsgdb9nsd_000063,11,H,1.789524916,-0.1618172652,1.235749541
dsgdb9nsd_000063,12,H,-3.499982437,-1.318101648,-0.0072357227
dsgdb9nsd_000064,0,C,-0.0024235041,1.55035837,0.010561869
dsgdb9nsd_000064,1,C,-0.0185660005,0.0100435232,-0.0226177004
dsgdb9nsd_000064,2,C,-1.450453185,-0.5576617768,0.0129334671
dsgdb9nsd_000064,3,C,0.7012574878,-0.4858316837,-1.201727639
dsgdb9nsd_000064,4,N,1.261909456,-0.8712676578,-2.136197403
dsgdb9nsd_000064,5,H,1.019594965,1.936732146,0.0034966837
dsgdb9nsd_000064,6,H,-0.5297284365,1.961416385,-0.8549838617
dsgdb9nsd_000064,7,H,-0.5013425114,1.903468388,0.9175586202
dsgdb9nsd_000064,8,H,0.52481877,-0.3622245621,0.8552546184
dsgdb9nsd_000064,9,H,-2.024279034,-0.2142871644,-0.8525186947
dsgdb9nsd_000064,10,H,-1.444382962,-1.650269269,0.0075410673
dsgdb9nsd_000064,11,H,-1.958054944,-0.2172588177,0.9199676036
dsgdb9nsd_000065,0,C,-0.0106429484,1.541286906,0.007220872
dsgdb9nsd_000065,1,C,-0.0020381076,0.0075601467,0.0386346345
dsgdb9nsd_000065,2,N,0.7626867749,-0.4710182188,1.19250856
dsgdb9nsd_000065,3,C,-1.385419537,-0.5209925592,-0.0019409684
dsgdb9nsd_000065,4,N,-2.456808469,-0.9563607172,0.006949687
dsgdb9nsd_000065,5,H,1.020435227,1.901065891,0.003923646
dsgdb9nsd_000065,6,H,-0.5287316127,1.911934524,-0.8803148015
dsgdb9nsd_000065,7,H,-0.5184953639,1.941504314,0.8901319692
dsgdb9nsd_000065,8,H,0.504188281,-0.3580550036,-0.8627607195
dsgdb9nsd_000065,9,H,0.3007068147,-0.1836493372,2.051553052
dsgdb9nsd_000065,10,H,0.7814899219,-1.486702987,1.204281829
dsgdb9nsd_000066,0,C,-0.0075427844,1.555661438,0.0865063259
dsgdb9nsd_000066,1,C,0.0120754086,0.0209655323,0.0493591643
dsgdb9nsd_000066,2,O,-1.291502514,-0.5278512765,0.221263864
dsgdb9nsd_000066,3,C,0.6509336248,-0.477186509,-1.174305069
dsgdb9nsd_000066,4,C,1.139026733,-0.8657734317,-2.202055178
dsgdb9nsd_000066,5,H,1.008242427,1.959694585,0.0492973349
dsgdb9nsd_000066,6,H,-0.5627224526,1.951920102,-0.7697808526
dsgdb9nsd_000066,7,H,-0.4932816104,1.889294379,1.007041232
dsgdb9nsd_000066,8,H,0.5781196674,-0.3446490661,0.9145886439
dsgdb9nsd_000066,9,H,-1.785165323,-0.3590326172,-0.5890939985
dsgdb9nsd_000066,10,H,1.580788773,-1.223650605,-3.099194467
dsgdb9nsd_000067,0,C,-0.0099246231,1.549519081,0.0073219962
dsgdb9nsd_000067,1,C,0.007404854,0.0172201996,0.0503126972
dsgdb9nsd_000067,2,O,0.7208572187,-0.4963047879,1.158645827
dsgdb9nsd_000067,3,C,-1.369950951,-0.5235592867,0.0089443174
dsgdb9nsd_000067,4,N,-2.450815722,-0.9323313769,0.0071691167
dsgdb9nsd_000067,5,H,1.018923137,1.91630447,0.0272414869
dsgdb9nsd_000067,6,H,-0.5026148964,1.909693619,-0.8999795105
dsgdb9nsd_000067,7,H,-0.5480042554,1.953776113,0.8705366377
dsgdb9nsd_000067,8,H,0.5360284572,-0.3649419486,-0.8297094521
dsgdb9nsd_000067,9,H,0.2770264307,-0.2064453419,1.964217733
dsgdb9nsd_000068,0,C,-0.0262964684,1.538771157,-0.0078374735
dsgdb9nsd_000068,1,C,0.0146890426,0.0009531038,0.0016603687
dsgdb9nsd_000068,2,C,0.7473786206,-0.5338885943,1.244204714
dsgdb9nsd_000068,3,C,-1.402112642,-0.5385925661,-0.015578197
dsgdb9nsd_000068,4,O,-1.876204545,-1.235823508,-0.8739955942
dsgdb9nsd_000068,5,H,0.9882369571,1.946250804,0.0370552186
dsgdb9nsd_000068,6,H,-0.5072508977,1.921534219,-0.9128556537
dsgdb9nsd_000068,7,H,-0.5775651415,1.923608833,0.8579638573
dsgdb9nsd_000068,8,H,0.5058467992,-0.3642109081,-0.9061912393
dsgdb9nsd_000068,9,H,0.2295837958,-0.2390940328,2.164310519
dsgdb9nsd_000068,10,H,0.8169273582,-1.625594988,1.229734383
dsgdb9nsd_000068,11,H,1.762671529,-0.1284656594,1.290507547
dsgdb9nsd_000068,12,H,-2.008615098,-0.2279274198,0.8712166592
dsgdb9nsd_000069,0,C,-0.0548311805,1.460328426,-0.1706864684
dsgdb9nsd_000069,1,C,0.071057139,-0.0352448534,0.1122584065
dsgdb9nsd_000069,2,O,0.5820448614,-0.3331665587,1.401762556
dsgdb9nsd_000069,3,C,-1.276392786,-0.7438302732,0.0305118522
dsgdb9nsd_000069,4,O,-2.118557752,-0.4964317481,-0.7916341176
dsgdb9nsd_000069,5,H,0.9315807179,1.930913978,-0.2335320422
dsgdb9nsd_000069,6,H,-0.577139947,1.612909395,-1.118355617
dsgdb9nsd_000069,7,H,-0.624443149,1.94776119,0.6257367034
dsgdb9nsd_000069,8,H,0.6968752061,-0.5007162032,-0.6715947124
dsgdb9nsd_000069,9,H,1.456033156,0.0606665906,1.478585843
dsgdb9nsd_000069,10,H,-1.407232167,-1.533886273,0.8021118064
dsgdb9nsd_000070,0,C,-0.0977649852,1.449172684,0.0456198436
dsgdb9nsd_000070,1,N,0.0104305285,0.0037381798,-0.0007060021
dsgdb9nsd_000070,2,C,0.0532302782,-0.7143211245,1.252648905
dsgdb9nsd_000070,3,C,0.0672871579,-0.6406722467,-1.200607778
dsgdb9nsd_000070,4,O,0.0363643221,-0.1100651522,-2.29109228
dsgdb9nsd_000070,5,H,0.7565066013,1.887471091,0.5764742123
dsgdb9nsd_000070,6,H,-0.1164857683,1.816321034,-0.9804917213
dsgdb9nsd_000070,7,H,-1.016411059,1.755215479,0.5615141529
dsgdb9nsd_000070,8,H,-0.8545355567,-0.5365767497,1.843901684
dsgdb9nsd_000070,9,H,0.1329772232,-1.786963357,1.058513514
dsgdb9nsd_000070,10,H,0.9163734795,-0.4073784559,1.857613445
dsgdb9nsd_000070,11,H,0.1476223984,-1.738013391,-1.068051386
dsgdb9nsd_000071,0,C,-0.01708808,1.442811356,0.0322550105
dsgdb9nsd_000071,1,C,-0.0554454195,-0.0656057159,-0.0237599869
dsgdb9nsd_000071,2,O,-0.1737991281,-0.7619623343,0.9622312896
dsgdb9nsd_000071,3,C,0.0606810706,-0.7361517861,-1.388252517
dsgdb9nsd_000071,4,O,0.0087777131,-2.125743901,-1.27749486
dsgdb9nsd_000071,5,H,0.9206294957,1.814639132,-0.3952221492
dsgdb9nsd_000071,6,H,-0.8305052264,1.86542281,-0.5678035028
dsgdb9nsd_000071,7,H,-0.109119755,1.780490452,1.064936748
dsgdb9nsd_000071,8,H,-0.7501506723,-0.3523506008,-2.030560741
dsgdb9nsd_000071,9,H,1.003128984,-0.4038902888,-1.855929415
dsgdb9nsd_000071,10,H,-0.0906325517,-2.294509603,-0.3260801868
dsgdb9nsd_000072,0,C,-0.0438410206,1.540997928,-0.0391381448
dsgdb9nsd_000072,1,C,0.0276513168,0.0188581665,0.0477877255
dsgdb9nsd_000072,2,C,0.7681464421,-0.4884221754,1.280008471
dsgdb9nsd_000072,3,C,0.8785020847,-1.997463118,1.423933232
dsgdb9nsd_000072,4,O,1.241791418,0.2665133994,2.097887025
dsgdb9nsd_000072,5,H,0.9579645387,1.976901976,-0.0681601165
dsgdb9nsd_000072,6,H,-0.5844771694,1.853560314,-0.9369036936
dsgdb9nsd_000072,7,H,-0.5517362558,1.957377588,0.8344052943
dsgdb9nsd_000072,8,H,-0.976928243,-0.4270987744,0.0535317769
dsgdb9nsd_000072,9,H,0.5185348649,-0.4080650708,-0.8380940874
dsgdb9nsd_000072,10,H,1.399249803,-2.426781884,0.56053177
dsgdb9nsd_000072,11,H,1.420011869,-2.24449367,2.337764259
dsgdb9nsd_000072,12,H,-0.1175060181,-2.453606511,1.451419648
dsgdb9nsd_000073,0,C,-0.0022014398,1.533443287,-0.0596036936
dsgdb9nsd_000073,1,C,-0.0323583669,0.0120616696,0.0684026475
dsgdb9nsd_000073,2,C,0.6966608638,-0.4819646235,1.318283216
dsgdb9nsd_000073,3,N,0.9810400725,-1.820341617,1.31984698
dsgdb9nsd_000073,4,O,1.003921243,0.2460623174,2.241367489
dsgdb9nsd_000073,5,H,1.021111896,1.895251691,-0.1918267184
dsgdb9nsd_000073,6,H,-0.5970720384,1.862064271,-0.9164560411
dsgdb9nsd_000073,7,H,-0.3972883887,1.999207123,0.8454520117
dsgdb9nsd_000073,8,H,-1.06936083,-0.3455293485,0.1304080595
dsgdb9nsd_000073,9,H,0.3994716489,-0.4690681808,-0.8177701986
dsgdb9nsd_000073,10,H,0.6328195115,-2.439176468,0.6087478456
dsgdb9nsd_000073,11,H,1.357080138,-2.222177932,2.163035222
dsgdb9nsd_000074,0,C,0.0061994093,1.459332019,-0.0389385862
dsgdb9nsd_000074,1,N,-0.0641161621,0.0142296326,-0.1204690143
dsgdb9nsd_000074,2,C,-1.205953943,-0.6819679577,0.1611711988
dsgdb9nsd_000074,3,C,-1.089827038,-2.192848986,0.0209577538
dsgdb9nsd_000074,4,O,-2.244829106,-0.1444307696,0.4999441812
dsgdb9nsd_000074,5,H,0.7505398902,1.783725204,0.6971557268
dsgdb9nsd_000074,6,H,0.2569200085,1.903952634,-1.008762147
dsgdb9nsd_000074,7,H,-0.9785602586,1.811214378,0.2708219371
dsgdb9nsd_000074,8,H,0.7582098171,-0.4954366049,-0.394640241
dsgdb9nsd_000074,9,H,-0.0990970338,-2.535431035,-0.2897000333
dsgdb9nsd_000074,10,H,-1.34097671,-2.653958511,0.9797288543
dsgdb9nsd_000074,11,H,-1.829031004,-2.534839353,-0.7081307605
dsgdb9nsd_000075,0,C,0.0092263044,1.450218142,-0.0319454346
dsgdb9nsd_000075,1,N,-0.0142948796,-0.0005464555,-0.017826674
dsgdb9nsd_000075,2,C,-1.215765794,-0.6725240277,0.04421896
dsgdb9nsd_000075,3,N,-1.097333519,-2.046448983,-0.1599774097
dsgdb9nsd_000075,4,O,-2.285992993,-0.1289371098,0.2419602655
dsgdb9nsd_000075,5,H,0.8965903754,1.818850224,0.4912094852
dsgdb9nsd_000075,6,H,0.0023395018,1.863885036,-1.049141546
dsgdb9nsd_000075,7,H,-0.8856268379,1.799433465,0.483532982
dsgdb9nsd_000075,8,H,0.7525730521,-0.4750663094,-0.4671926488
dsgdb9nsd_000075,9,H,-0.2488233331,-2.487721941,0.163756536
dsgdb9nsd_000075,10,H,-1.934196097,-2.538983931,0.1148288047
dsgdb9nsd_000076,0,C,-0.0916069514,1.37540046,-0.0072942591
dsgdb9nsd_000076,1,O,-0.0696453372,-0.0483158103,-0.1114881209
dsgdb9nsd_000076,2,C,0.6811462531,-0.5614267288,-1.107324576
dsgdb9nsd_000076,3,C,0.6040529833,-2.067015499,-1.087668924
dsgdb9nsd_000076,4,N,1.326455333,0.1926634321,-1.899677312
dsgdb9nsd_000076,5,H,0.9146391568,1.768436549,0.1625746035
dsgdb9nsd_000076,6,H,-0.4856282569,1.826246147,-0.9223521639
dsgdb9nsd_000076,7,H,-0.739714304,1.600074234,0.8411060529
